         16367159 function calls (16039132 primitive calls) in 18.579 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    11725    0.003    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/lib/_function_base_impl.py:5640(_append_dispatcher)
     1851    0.002    0.000    0.003    0.000 {built-in method _functools.reduce}
     1851    0.003    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/numeric.py:520(isfortran)
      113    0.000    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/ops/array_ops.py:240(arithmetic_op)
     7358    0.003    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:913(__init__)
        3    0.000    0.000    0.003    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:882(__setitem__)
     1851    0.003    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/_array_api.py:131(_single_array_device)
     1851    0.001    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:1340(<genexpr>)
        1    0.000    0.000    0.003    0.003 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:96(arrays_to_mgr)
     6787    0.003    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:1571(_get_names)
     7806    0.003    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:344(<dictcomp>)
      619    0.002    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:201(_simple_new)
      617    0.001    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:407(_index_array)
      617    0.001    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:2817(hasnans)
     1857    0.003    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/_config/__init__.py:55(using_pyarrow_string_dtype)
     1234    0.002    0.000    0.003    0.000 /usr/lib/python3.10/copy.py:66(copy)
     1234    0.002    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/frozen.py:76(__getitem__)
     2468    0.003    0.000    0.003    0.000 {method 'index' of 'list' objects}
     6170    0.002    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:1046(nlevels)
     5553    0.003    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:7045(_deprecate_downcast)
      620    0.001    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1667(_validate_integer)
     1851    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/sorting.py:620(<genexpr>)
     2476    0.002    0.000    0.002    0.000 {built-in method builtins.max}
     4936    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/base.py:56(__init__)
     5667    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:974(dtype)
      617    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:756(<listcomp>)
     2790    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:241(is_single_block)
     2468    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:91(<dictcomp>)
      617    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:738(<listcomp>)
    11725    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:1900(_ravel_dispatcher)
     4675    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1462(<genexpr>)
     1851    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:915(__array__)
     6621    0.002    0.000    0.002    0.000 {built-in method sys.getrefcount}
     4941    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:126(_classes_and_not_datetimelike)
      617    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/sorting.py:634(<listcomp>)
      168    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:774(infer_dtype_from_scalar)
      617    0.002    0.000    0.002    0.000 {method 'argmax' of 'numpy.ndarray' objects}
     1087    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/shape_base.py:216(_vhstack_dispatcher)
      726    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:2794(_na_value)
     1234    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:643(name)
     1234    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:4440(_maybe_preserve_names)
      617    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:230(_slice_axis_for_step)
      617    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/ops.py:687(codes)
        3    0.000    0.000    0.002    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1785(_setitem_with_indexer)
     7136    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:660(_constructor)
        1    0.000    0.000    0.002    0.002 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:2121(create_block_manager_from_column_arrays)
        1    0.000    0.000    0.002    0.002 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:506(nested_data_to_arrays)
     1234    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:983(is_in_axis)
        1    0.000    0.000    0.002    0.002 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:793(to_arrays)
      617    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/sorting.py:157(_int64_cut_off)
        3    0.000    0.000    0.002    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1946(_setitem_with_indexer_split_path)
      338    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:1798(<genexpr>)
     2170    0.002    0.000    0.002    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     1851    0.002    0.000    0.002    0.000 {built-in method builtins.min}
      168    0.000    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:414(_split_op_result)
      617    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/ops.py:578(__init__)
      935    0.002    0.000    0.002    0.000 {built-in method fromkeys}
     5553    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:206(_reshape_dispatcher)
      617    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:2220(_can_hold_na)
      617    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/arrays/categorical.py:764(categories)
      169    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/util/_validators.py:354(validate_ascending)
      617    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:315(__getattr__)
      114    0.000    0.000    0.002    0.000 /usr/lib/python3.10/warnings.py:130(filterwarnings)
     1851    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:947(<genexpr>)
     5553    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/ops.py:592(groupings)
     1581    0.002    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/frame.py:1030(axes)
     1856    0.002    0.000    0.002    0.000 /usr/lib/python3.10/contextlib.py:420(__init__)
     1234    0.001    0.000    0.002    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:7652(ensure_has_len)
     3702    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/lib/_arraysetops_impl.py:140(_unique_dispatcher)
     1870    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1471(<genexpr>)
        3    0.000    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2111(_setitem_single_column)
     1851    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:949(<genexpr>)
        2    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1365(_getitem_tuple)
        2    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1032(_getitem_lowerdim)
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:274(_create_data)
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/ops.py:692(levels)
     1234    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:638(_passed_categorical)
     3776    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:3047(_max_dispatcher)
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:215(_check_window_bounds)
     4936    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/ops.py:690(<listcomp>)
     2468    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:531(validate_ordered)
     1087    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/shape_base.py:208(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:891(_list_of_dict_to_arrays)
     1234    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:999(is_in_obj)
      168    0.000    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/construction.py:669(range_to_ndarray)
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:535(<listcomp>)
     3702    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2333(_sum_dispatcher)
     1851    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/_tags.py:137(<lambda>)
      113    0.000    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:1439(_indexed_same)
     1851    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:948(<genexpr>)
     1239    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1165(_check_deprecated_callable_usage)
      112    0.001    0.000    0.001    0.000 {built-in method _operator.add}
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:1357(__getattr__)
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/sorting.py:170(<listcomp>)
      168    0.001    0.000    0.001    0.000 {built-in method _operator.invert}
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/sorting.py:238(is_int64_overflow_possible)
     1234    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:1080(_is_label_like)
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:4306(_validate_can_reindex)
     1236    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1122(<lambda>)
     2470    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/missing.py:1073(clean_reindex_fill_method)
     2468    0.001    0.000    0.001    0.000 {method 'count' of 'list' objects}
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/arrays/categorical.py:494(dtype)
      169    0.000    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2018(nonzero)
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:966(_selected_obj)
        1    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:928(_finalize_columns_and_data)
     1580    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     1087    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:2294(<listcomp>)
     1234    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/calibration.py:279(_get_estimator)
      226    0.000    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:1441(<genexpr>)
     1870    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1473(<genexpr>)
     1851    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2472(_any_dispatcher)
      636    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexers/utils.py:62(is_list_like_indexer)
     3702    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
     2468    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:1081(codes)
        1    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:1006(convert_object_array)
        1    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:1070(<listcomp>)
     2469    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/numeric.py:2456(_array_equal_dispatcher)
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/util/numba_.py:18(maybe_use_numba)
     1234    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:661(_ilevel)
       19    0.000    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:1028(convert)
     1856    0.001    0.000    0.001    0.000 /usr/lib/python3.10/contextlib.py:426(__exit__)
     3085    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:619(categories)
      172    0.000    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:373(is_sequence)
        1    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/frame.py:5433(drop)
      623    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:305(loc)
        1    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:2190(_form_blocks)
     2473    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1828(ndim)
      113    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/ops/array_ops.py:507(maybe_prepare_scalar_for_op)
     1870    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1478(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:4796(_drop_axis)
     1343    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:692(_constructor)
     1851    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/validation.py:2281(<lambda>)
     1851    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:632(ordered)
        3    0.000    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:744(_get_setitem_indexer)
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/arrays/categorical.py:2139(_codes)
      623    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:161(iloc)
     1853    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/multiarray.py:690(result_type)
        2    0.000    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:5486(isin)
      617    0.001    0.000    0.001    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/base.py:202(_selected_obj)
        1    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:596(_homogenize)
        1    0.000    0.000    0.001    0.001 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1347(insert)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:985(_convert_tuple)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:989(<listcomp>)
        6    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1452(_convert_to_indexer)
      617    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/ops.py:694(<listcomp>)
     1238    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     1234    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:3323(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:12721(__isub__)
     1403    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:1847(<genexpr>)
     1856    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:423(__enter__)
     1234    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/arraylike.py:192(__sub__)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:6956(insert)
     1087    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:1126(_argsort_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/algorithms.py:457(isin)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2348(_align_series)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/arraylike.py:54(__gt__)
      617    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      168    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
      120    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:408(get_loc)
     1234    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      617    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:1247(_argmax_dispatcher)
      617    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2584(_all_dispatcher)
       11    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:2246(_stack_arrays)
      617    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:4948(_needs_reindex_multi)
     1087    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/shape_base.py:76(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:7031(drop)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:372(setitem)
      617    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:1979(nlevels)
      113    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:6137(_align_for_op)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1379(_get_label)
       11    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/_asarray.py:27(require)
      169    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:1903(<listcomp>)
     1234    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x7f71498bf520}
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1373(setitem)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/ipykernel/iostream.py:655(write)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:123(maybe_convert_platform)
      338    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:1793(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexers/utils.py:290(length_of_indexer)
      113    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/ops/array_ops.py:594(_bool_arith_check)
        4    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/ipykernel/ipkernel.py:775(_clean_thread_parent_frames)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1579(construct_1d_object_array_from_listlike)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/ipykernel/iostream.py:577(_schedule_flush)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:782(_maybe_mask_setitem_value)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/ipykernel/iostream.py:259(schedule)
      169    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2014(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/lib/_function_base_impl.py:5456(insert)
      120    0.000    0.000    0.000    0.000 {method 'index' of 'range' objects}
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1402(_insert_update_mgr_locs)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1412(_insert_update_blklocs_and_blknos)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:237(_data)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/zmq/sugar/socket.py:626(send)
       47    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:999(__len__)
       19    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:2177(_grouping_func)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:1148(take)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1269(set_inplace)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:6916(delete)
       11    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/_asarray.py:109(<setcomp>)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/ipykernel/ipkernel.py:790(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:4883(_update_inplace)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:259(_standardize_fill_value)
        4    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:728(is_valid_na_for_dtype)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/numeric.py:1448(moveaxis)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
